ID	Entry_ID	Segments	Meaning	reconstructed
793	8159-sarok	ʃ ɒ r o k	Ecke, Winkel, Eck-, Ferse, Hinterkappe, od, Absatz, Schuhwerk, Scharnier, Pol, Weltgegend, Fundament, magnetischer, od, elektrischer, Pol, Weltgegend, polarisieren, Absatz, bzw, Absätze, reparieren	^(ʃ|t͡ʃ|s)(a)(r|j.r|w.r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)$
794	8160-saru	ʃ ɒ r u	Schuhwerk, Fußbekleidung, Sandale, Auflager, Widerlager	^(ʃ|t͡ʃ|s)(a|ɒ|o|a.ɣ)(r|j.r|w.r)(u.ɣ|u|a.ɣ)$
795	8162-sas	ʃ ɒ ʃ	Adler, Balken, Kerbe, Splint, Haken, Nagel	^(ʃ|t͡ʃ|s)(a|ɒ|o|a.ɣ)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i)?$
796	8163-sas	ʃ aː ʃ	Art, Blatt	^(ʃ|t͡ʃ|s)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)(i)?$
797	8189-sima	ʃ i m ɒ	tückisch, falsch, gewinnend, einschmeichelnd, glatt, kahl, angenehm, mild, gewöhnlich, od, Stoff, schlüpfrig, eben, einfarbig, einfach, glatt, glatt, Masche, beim, Stricken	^(ʃ|t͡ʃ|s)(i|a|y|ɛ|ɯ)(m)(a|a.ɣ|a.w|ɒ)?(i)?$
798	8202-sip	ʃ iː p	pfeife, Rohr, Schornstein, Pfeifer, Fistel	^(ʃ|t͡ʃ|s)(i|iː)(p)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
799	8207-sir	ʃ iː r	Grab, Grabhügel	^(ʃ|t͡ʃ|s)(i|iː)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
801	8267-so	ʃ oː	Salz, Würze, Witz, Geist, Ort, Wüste	^(ʃ|t͡ʃ|s)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i|y|ɛ)?$
802	8280-sok	ʃ o k	lang, Zeit, usw, Dorf, Menge, Unzahl, Menge, hochgradig, vermehren, multiplizieren, vervielfältigen, multiplizieren, lange	^(ʃ|t͡ʃ|s)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)(i|y)?$
803	8286-solyom	ʃ oː j o m	Falke, Falken, jagen	^(ʃ|t͡ʃ|s)(a|u|uː|a.u|i|a.w|i.ɣ|a.w.u|aː)(l|j|j.a|ɣ)(u)(m)$
804	8287-som	ʃ o m	schlagen, abschälen, abschälen, abschälen, abschälen	^(ʃ|t͡ʃ|s)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)(i|y|ɛ|u)?$
805	8288-som	ʃ o m	Kornelkirsche	^(ʃ|t͡ʃ|s)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)(i|y|ɛ|u)?$
806	8317-soreg	ʃ øː r ɛ ɡ	Stör	^(ʃ|t͡ʃ|s)(ɛ|ø|ɛ.w|ɛ.y|y|ɛ.ɣ.y|øː)(r)(ɛ|i|y)(ɡ|k)$
807	8321-sotet	ʃ ø t eː t	finster, verblendet, wirr, böse, böswillig, bleibend, dunkel, ungeklärt, dunkel, betrübt, zornig, finster, unaufgeklärt, Zeit, Dunkelheit, Finsternis, Tageszeit, Ort, Verborgenheit, Verlies, Dunkles, dunkler, Teil, etw, Bösewicht, dunkel, Bösewicht	^(ʃ|t͡ʃ|s)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(t|l.t)(ɛ|i|eː)(t)$
808	8322-soveny	ʃ ø v eː ɲ	Flechtwerk, Zaun, Wand, Umfassung, Rand, lebende, Hecke, Hecke	^(ʃ|t͡ʃ|s)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(v|w)(ɛ|i|eː)(n)$
809	8429-sukoro	ʃ u k o r oː	Tal, gewunden	^(ʃ|t͡ʃ|s)(u|ɯ|u.w.a|u.ɣ)(k)(u)(r)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)$
810	8433-sulyok	ʃ u j o k	Schlegel	^(ʃ|t͡ʃ|s)(u|ɯ|u.w.a|u.ɣ)(l|j|j.a|ɣ)(u|o|a)(k)$
811	8434-sulyom	ʃ u j o m	Hobelspäne, Backwerk, mildes	^(ʃ|t͡ʃ|s)(u|ɯ|u.w.a|u.ɣ)(l|j|j.a|ɣ)(u|o|a)(m)$
812	8460-suger	ʃ y ɡ eː r	Barsch, Art, Kriegsgerät	^(ʃ|t͡ʃ|s)(y|i|ɛ)(ɡ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(r)$
813	8461-suket	ʃ y k ɛ t	taub, schwerhörig, geräuschlos, bar, wichtigen, Eigenschaft, charakterisiert, Fehlen, etw, Glockengeläut, Karwoche, dumpf, Schall, schlechter, Akustik, Raum, eitel, Gerede, dumm, ungeschickt, tauber, Mensch	^(ʃ|t͡ʃ|s)(y|i|ɛ)(k)(ɛ|i|y|ø|a)(t)(i|y)?$
814	8463-sullo	ʃ y lː øː	Zander	^(ʃ|t͡ʃ|s)(y|i|ɛ)(l|lː|ɣ.l)(ɛ.ɣ|i.ɣ|yː)(i)?$
815	8464-suly	ʃ y j	Benennung, versch, Krankheiten, Schimpfwort	^(ʃ|t͡ʃ|s)(y|i|ɛ)(l|j|ɣ.y.l)(i|y|ɛ)?$
816	8466-sun	ʃ y n	Igel, stachelige, Frucht	^(ʃ|t͡ʃ|s)(y|i|ɛ)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ)?$
817	8469-surog	ʃ y r ø ɡ	geschäftig, tun, jmdn, eilen, drehen, tanzen, schwärmen, wimmeln, drängen, brausen, Leben, Tätigkeit, geschäftig, tun, jmdn, geschäftig, tun	^(ʃ|t͡ʃ|s)(y|i|ɛ)(r)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)(ɡ|k)$
818	8476-suv	ʃ y v	Onkel, Vetter, Schwager, Schwägerin	^(ʃ|t͡ʃ|s)(y|i|ɛ)(ɣ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ)?$
819	8478-suvolt	ʃ y v ø l.t	schrillen, heulen, kreischen, Person, heulen, brausen, Wind, pfeifen, zischen, Schlange, jmdn, sausen, Ohr, schrillen, Musikinstrument, schreien, Vogel, keuchen, röcheln, Person, Pfeife, Blockflöte, Gimpel, Vogel	^(ʃ|t͡ʃ|s)(y|i|ɛ)(v|w)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)(l.t)$
821	8499-szad	s aː d	Mündung, Eingang, Passes, Tals, usw, Mundloch, Mündung, Höhle, usw, Web-, Spundwand, Pfropf, Spund, Türchen	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
822	8511-szak	s aː k	Art, Fischernetz	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(k|ɡ)(i|y|ɛ)?$
823	8512-szakacs	s ɒ k aː t͡ʃ	Koch, Schürze, Schürze	^(s|sʲ)(a|ɒ|o|a.ɣ)(k)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(t͡ʃ|l.t͡ʃ)$
824	8513-szakad	s ɒ k ɒ d	fallen, stürzen, zerreißen, entzweien, Gemeinschaft, zerbrechen, absondern, trennen, teilen, Fluß, gießt, regnet, Strömen, entstammen, aufhören, enden, münden, Fluß, jmdm, zufallen, geraten, verschlagen, Bergsturz, Riß, Abgrund, Abtrünniger, Separatist, voller, Kehle	^(s|sʲ)(a|ɒ|o|a.ɣ)?(k)(a|ɒ|o|a.ɣ)?(n)(i)?$
825	8516-szakall	s ɒ k aː lː	Bart, Benennung, versch, Pflanzen, Wamme, Stiel, od, Heft, Wildling, Wurzel, Schweif, Kometen, Moos, Bart, Pflanzen, Art, Kanone	^(s|sʲ)(a|ɒ|o|a.ɣ)?(k)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l)(i)?$
826	8524-szal	s aː l	Einzelstück, Behaarung, Gefieders, Stengel, Einzelnes, langer, Gegenstand, Felsen, Holzstamm, wenig, gering, Faden, Num, Anzahl, Personen, länglichen, Dingen, hochgewachsen, stämmig, Längenmaß, sechs, Fuß, Strang, Faden, komplizierten, Geschehens, Organisation, Spaltung, Faser-, od, Holz	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j)?(i|y)?$
827	8525-szal	s aː l	Floß	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j)?(i|y)?$
829	8536-szalka	s aː l.k ɒ	Splitter, winzige, pflanzliche, Abfälle, jmdm, Dorn, Auge, Granne, Gräte, Faser, Hülsenfrucht, schmal, Zünder	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l.k)(a|a.ɣ|a.w|ɒ)?(i)?$
830	8538-szallas	s aː lː aː ʃ	Unterkunft, zeitweiliger, Wohnsitz, Behausung, Aufenthalt, Zeltlager, Feldlager, Herberge, Viehs, Hütte, Fremde, weiden, gekommenen, Hirten, Gruppe, Feldmark, befindlichen, zeitweilig, gebrauchten, Wirtschaftsgebäude, eingezäunter, Platz, Schweinestall, Siedlung, fern, Mutterland, Kolonie, Höhle, wild, lebender, Tiere, zeitweilig, irgendwo, wohnen, beherbergen	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i)(l|lː|ɣ.l)(a)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
831	8542-szalma	s ɒ l.m ɒ	Stroh, leerer, Teil, Sache	^(s|sʲ)(a|ɒ|o|a.ɣ)?(l.m)(a|a.ɣ|a.w|ɒ)?(i)?$
832	8552-szam	s aː m	Reihe, Menge, Anzahl, bestimmter, Individuen, Anzahl, Zahl, Quantität, Ziffer, Nummer, Arbeit, werk, Numerus, Exemplar, Zeitung, Zeitschrift, usw, Arithmetik, Mathematik, Nummer, innerhalb, zwei, Holz, zahlreich, Zähler, Math	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(m)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
833	8553-szamar	s ɒ m aː r	Esel, dummer, Mensch, dumm	^(s|sʲ)(a|ɒ|o|a.ɣ)?(m)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i)?$
835	8576-szapu	s ɒ p u	Metze, Korb, Kästchen, kleines	^(s|sʲ)(a|ɒ|o|a.ɣ)?(p)(u.ɣ|u|a.ɣ)(i|y|ɛ)?$
836	8577-szar	s ɒ r	Scheiße, Schlacke	^(s|sʲ)(a|ɒ|o|a.ɣ)?(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
837	8578-szar	s aː r	rotbraun, haarlos, kahl	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
838	8587-szarka	s ɒ r.k ɒ	Elster, bunt, haupts, Pferd, Schwätzer, diebische, Elster, Zisterzienser	^(s|sʲ)(a|ɒ|o|a.ɣ)?(r.k)(a|a.ɣ|a.w|ɒ)?(i)?$
841	8610-szavat	s ɒ v ɒ t	Ablenkung, Anklage, od, Verdachtes, Beschuldigung, Verleumdung, Zuträger	^(s|sʲ)(a|ɒ|o|a.ɣ)?(v|w)(a|ɒ|o|a.ɣ)?(t)$
842	8612-szaz	s aː z	hundert, Personen, bzw, Häusern, bestehende, Gruppe, Jahrhundert, hundert, Hauptmann, Hunderter, Hundert, Hundertstel, Kompanie, Milit, Jahrhundert, Hauptmann, Hunderter, arbeitsunfähig, erklären	^(s|sʲ)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(z)(i|y|ɛ|u|i.ɣ|a.t|ɛk)?$
843	8617-szed	s ɛ d	erheben, einnehmen, zB, Steuern, lesen, pflücken, sammeln, gewinnen, erwerben, zerpflücken, einzeln, ordnen, zusammennehmen, beeilen, betrügen, Schriften, setzen, Buchdruck, schlagen, nehmen, Speise, nehmen, Arznei, aufrappeln, Lesen, Sammeln	^(s|sʲ)(ɛ|i|y|ø|a)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
844	8618-szeder	s ɛ d ɛ r	Brombeere, Maulbeere, bewachsen, bläulich, violett, zB, Lippen	^(s|sʲ)(ɛ|i|y|ø|a)(d|l.d|w.d|n.d)(ɛ|i|y)(r)$
845	8622-szeg	s ɛ ɡ	brechen, schneiden, spalten, zunichte, verderben, Lust, usw, brechen, verletzen, Gesetz, Eid, usw, biegen, Richtung, verändern, wenden, abweichen, jmdm, anschließen, einfassen, Stoff, gebrochen, brechen, zerbrechen, beschädigen, stellen, richten, widersetzen	^(s|sʲ)(ɛ|i|y|ø|a)(ɡ|k)(i|y|ɛ|u)?$
846	8623-szeg	s ɛ ɡ	Ecke, Winkel, Vorsprung, Dorfteil, Insel, Winkel, eckig, Eckball	^(s|sʲ)(ɛ|i|y|ø|a)(ɡ|k)(i|y|ɛ|u)?$
847	8624-szeg	s ɛ ɡ	Nagel, Stift, Niet	^(s|sʲ)(ɛ|i|y|ø|a)(ɡ|k)(i|y|ɛ|u)?$
848	8625-szegeny	s ɛ ɡ eː ɲ	bedauernswert, bemitleidenswert, arm, mittellos, unvollkommen, mangelhaft, gering, schlecht, unbeholfen, ungeschickt, Arme, Bettler, bedauernswerte, Person, Arme	^(s|sʲ)(ɛ|i|y)(ɡ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n|m)$
849	8630-szegye	s eː ɟ ɛ	Art	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l.d|d)(ɛ|ɛ.ɣ)(i)?$
850	8631-szegyen	s eː ɟ ɛ n	Schmach, Scham, Schüchternheit, Schamhaftigkeit, Schandtat, beschämen, Scham, schämen, schämen	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l.d|d)(ɛ|i|y)(n)$
851	8633-szek	s eː k	Residenz, Wohnort, Wohnsitz, Kanzel, Predigtstuhl, Stuhl, Sessel, Gestühl, Thron, Stuhl, Amt, Bezirk, Siebenbürgen, Richterstuhl, Gericht, Schlachtbank, Metzgerei, Gestell, Anrichte, Abort, Sänfte, Liegestuhl, Stuhlgang, Kreuzung, Darm, entleeren, residieren	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(k|ɡ)(i|y)?$
852	8638-szekely	s eː k ɛ j	Szekler	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(k)(ɛ|i)(l|j|ɣ.y.l)$
853	8640-szeker	s ɛ k eː r	Wagen, Fuhrwerk	^(s|sʲ)(ɛ|i|y|ø|a)(k)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(r)$
854	8649-szel	s ɛ l	schneiden, abschneiden, pflügen, durchqueren, kreuzen, übers, Ohr, hauen, ohrfeigen, Schnitte, Ackerbaus, Profil, schnitt, Kupon, Abschnitt, Segment	^(s|sʲ)(ɛ|i|y|ø|a)(l|j)?(i|y|ɛ)?$
855	8650-szel	s eː l	Grenze, Grenzgebiet, Paspel, Rand, Saum, Kante, Breite, Weite, Ufer, Stoffbreite, Maß, Bahn, zerstreuen	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l|j)?(i)?$
856	8651-szel	s eː l	Wind, Atem, Luft, Gerücht, Schlaganfall, Geist, geistig, inspiriert, Geiste, lüften, entfliehen, flüchtig	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l|j)?(i)?$
857	8653-szelemen	s ɛ l ɛ m ɛ n	Bergrücken	^(s|sʲ)(ɛ|i|y|ø|a)(l|r.l|l.k)(ɛ|i|y|ø)(m)(ɛ)(n)$
858	8657-szeles	s eː l ɛ ʃ	ausgedehnt, breit	^(s)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l|r.l|l.k)(ɛ)(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
859	8663-szem	s ɛ m	Auge, Korn, Ansicht, Beurteilung, Glied, Beere, Blick, Rücksicht, Körnchen, Maß, Masche, Verzierung, Punkt, Spielkarten, Würfeln, usw, Körner, hervorbringen, unverschämt, frech, besehen, besichtigen, auslesen, sortieren, Körner, hervorbringen, jmdm, kokettieren, Auswahl	^(s|sʲ)(ɛ|i|y|ø|a)(m)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
860	8667-szemely	s ɛ m eː j	Äußeres, Gestalt, Figur, Bild, Vertreter, Mensch, Person, Gesicht, Aussehen, Blick, Hure, Schauspieler, Würde, Person, Grammatik, Rolle, Personenzug	^(s|sʲ)(ɛ|i)(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(l|j|ɣ.y.l)$
861	8675-szemet	s ɛ m eː t	Kehricht, Müll, Misthaufen, Müllhaufen, Mistkerl, Schurke, schmutzig, Müll, Person	^(s|sʲ)(ɛ|i|y|ø|a)(m)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(t)$
862	8689-szen	s eː n	Holzkohle, Glut, Steinkohle, Kohlenstoff, Arznei	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)(i|y|ɛ|u)?$
863	8690-szena	s eː n ɒ	Heu	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(n)(a|a.ɣ|a.w|ɒ)?$
866	8708-szep	s eː p	schön, richtig, schicklich, schön, beträchtlich, bedeutend, groß, günstig, nützlich, Schönste, Beste, Schöne, Schönheit	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(p)(i|y|ɛ|u)?$
867	8710-szepe	s ɛ p ɛ	Haar, habend, Pferd, blond, fahl, rothaarig, Pferd, Mensch	^(s|sʲ)(ɛ|i|y|ø|a)(p)(ɛ|ɛ.ɣ)(i|y|ɛ|u)?$
868	8717-szer	s ɛ r	Bodenfläche, Ortsteil, Dorfteil, Häuserreihe	^(s|sʲ)(ɛ|i|y|ø|a)(r)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a)?$
869	8721-szerda	s ɛ r.d ɒ	Mittwoch, Ranzen, Wochenmarkt, Mittwoch, Person, Ranzen	^(s|sʲ)(ɛ|i|y|ø|a)(r.d)(a|a.ɣ|a.w|ɒ)?(i)?$
870	8724-szerecsen	s ɛ r ɛ t͡ʃ ɛ n	Araber, Neger, arabisch	^(s|sʲ)(ɛ|i|y|ø|a)(r)(ɛ|i|y|ø)(t͡ʃ|l.t͡ʃ|r.t͡ʃ)(ɛ)(n)$
871	8726-szerelem	s ɛ r ɛ l ɛ m	Liebe, Vorliebe, Eifer, Geliebte, Liebe, sexuell, Liebesverhältnis, geliebte, Sache, Liebstes, geliebt, liebenswürdig, verliebt, Geliebte, geliebt, gerne, Vergnügen	^(s|sʲ)(ɛ|i|y|ø|a)(r)(ɛ|i|y|ø)(l|r.l|l.k)(ɛ)(m)$
872	8742-szeru	s eː r yː	Tenne, ringförmiger, Platz, Gegenstand, Unterteil, Grund, Boden	^(s|sʲ)(ɛ|i|eː|ø|y|a|e|ɛ.j|ɛ.w.ɛ|i.u|ɛ.v.i|iː)(r)(i.ɣ|y.ɣ|ɛ.ɣ|ɛ.ɣ.y|y)$
874	8764-szik	s i k	Sumpf, Morast, Boden	^(s|sʲ)(i|a|y|ɛ|ɯ)(k|ɡ)(i|y|ɛ|u)?$
875	8772-szil	s i l	Ulme	^(s|sʲ)(i|a|y|ɛ|ɯ)(l|j)?(i|y|ɛ)?$
877	8778-szilva	s i l.v ɒ	Pflaumenbaum, Pflaume	^(s|sʲ)(i|a|y|ɛ|ɯ)(l.v)(a|a.ɣ|a.w|ɒ)?(i)?$
878	8791-szin	s iː n	Laubhütte, Scheune, Hausflur, Dachboden	^(s|sʲ)(i|iː)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
879	8792-szin	s iː n	schöne, Gestalt, Schönheit, Anmut, Angesicht, unmittelbare, Gegenwart, Farbe, Empfindung, Oberfläche, Beste, Erscheinungsform, Äußere, Bild, Bildnis, Schein, Vorwand, Farbe, Farbstoff, Art, Weise, Vorderseite, haupts, rechte, Seite, Stoffen, farbig, Rand	^(s|sʲ)(i|iː)(n)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
880	8808-szirony	s i r o ɲ	Bast, schmaler, Lederstreifen, Verzierung, Pergament	^(s|sʲ)(i|a|y|ɛ|ɯ)(r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(n|m)$
881	8833-szo	s oː	Stimme, Ton, Ruf, Wort, Rede, jm, Worte, Äußerung, Bitte, usw, Gespräch, Unterredung, Wortwechsel, Gerede, Wortgebrauch, Aussprache, Sprechen, Redewendung, Reden, Wort, Ton, Klang, Lärm, Rede, Wort, Proklamation, Stimme, hören, lassen, lauten, Reden, Sprechen, sprachlos, Wortwechsel, geraten	^(s|sʲ)(a.ɣ|u.ɣ|a.ɣ.u|i.ɣ|o.ɣ|uɣ|ɯ.ɣ|u.j|a.w|a|u)(i|y|ɛ|u)?$
882	8834-szoba	s o b ɒ	Ofen, heizbare, Wohnstube, Zimmer, Badezimmer, Dachboden	^(s|sʲ)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(b)(a|a.ɣ|a.w|ɒ)?(i)?$
884	8850-szombat	s o m.b ɒ t	Sonnabend, Tag, Tag, großen, kirchlichen, Feiertag, acht, bzw, Acht, Kartenspiel	^(s|sʲ)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m.p)(a|ɒ|o|a.ɣ)?(t)(i)?$
885	8853-szomoru	s o m o r uː	traurig, trüb, betrübt, betrüblich, schmerzlich, bewölkt, trüb, Traurigkeit, traurig	^(s)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(m)(u|o|a)(r)(a.ɣ|u.ɣ|u|a.ɣ.u|o.ɣ)$
886	8861-szopik	s o p i k	saugen, lutschen, küssen, Schluck, trinken, alkoholisches, Getränk, betrinken, wert, Kartenspiel, Unannehmlichkeiten, bekommen, zB, schlechte, Note, lächerliches, Tor, Fußballspiel, usw, saugend	^(s|sʲ)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(p)(i|a|y|ɛ|ɯ)(k|ɡ)$
887	8871-szoros	s o r o ʃ	eng, schmal, streng, genau, drückend, materielle, Lage, bedrängt, Seelenzustand, dicht, knapp, passend, eng, vertraut, Beziehung, Hand, eilig, geringen, Unterschied, zeigend, Wettbewerb, Resultat, Engpaß, Meerenge, Verengung, Einschnürung	^(s)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(r)(u|o|a)?(t͡ʃ|ɣ|ʃ|l.t͡ʃ)$
888	8880-szo	s øː	weben, Zusammensetzung, herstellen, ersinnen, Gedanken, fassen, werfen, spinnen, Insekt, Gestrüpp, Gespinst, Weber, Halsausschnitt, buschig, verwickelt, Kurve, Gewebe, Leinwand	^(s|sʲ)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
889	8881-szo	s øː	blond, fahl, Pferd, Ochse, usw	^(s|sʲ)(ɛ.ɣ|i.ɣ|yː)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
890	8883-szog	s ø ɡ	braun	^(s|sʲ)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(ɡ|k)(i|y|ɛ)?$
891	8884-szokik	s ø k i k	springen, hüpfen, tanzen, fliehen, flüchten, unbemerkt, hin-, bzw, ausbrechen, ausfallen, Bart, Halme, Ähren, usw, schießen, schießen, Blut, springen	^(s|sʲ)(ɛ|y|ø|i|y.ɣ.y|ɛ.ɣ)?(k)(i|a|y|ɛ|ɯ)(k|ɡ)$
892	8887-szolo	s øː l øː	Weinrebe, Weintraube, Weinberg, Weingarten, Frucht, versch, Pflanzen, Johannisbeere	^(s|sʲ)(ɛ|ø|ɛ.w|ɛ.y|y|ɛ.ɣ.y|øː)(l|r.l|l.k)(ɛ.ɣ|i.ɣ|yː)$
894	8924-szurdok	s u r.d o k	Klamm, Engpaß, Ecke, Straßenecke, Enge, Winkel, Heimlichkeit, heimlich, begangene, Tat, Hütte, kleine, Räumlichkeit	^(s|sʲ)(u|ɯ|u.w.a|u.ɣ)(r.d)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)$
895	8926-szurok	s u r o k	Harz, Pech, Schmutz, Ruß, schmutzig	^(s|sʲ)(u|ɯ|u.w.a|u.ɣ)(r)(u|o|a|ɒ|o.ɣ.o|ɯ|i)?(k|ɡ)$
896	8938-szucs	s yː t͡ʃ	Kürschner	^(s|sʲ)(y|yː|y.ɣ.y|ɛ.w.y|i.ɣ.i|ɛ.ɣ.i|y.ɣ|i|i.ɣ|ø)(t͡ʃ|l.t͡ʃ)(i|y)?$
897	8939-szugy	s y ɟ	Brust, Tieres, bes, Pferd, menschliche, Brust, Brust, Tieres, bes, Rind, Schaf, Bruststück	^(s|sʲ)(y|i|ɛ)(ɟ)(i|y|ɛ|u|i.ɣ|a.t|ɛk|øk|a|iɣ|ɣ|uk|ø.k)?$
898	8943-szul	s y l	gebären, zeugen, hervorrufen, verursachen, Nachkomme, Kind, Geburt, Geburt, Kind	^(s|sʲ)(y|i|ɛ)(l|j)?(i|y|ɛ|u|i.ɣ)?$
899	8968-tagad	t ɒ ɡ ɒ d	ab-, verleugnen, verneinen, leugnen, verstoßen, enterben	^(t)(a|ɒ|o|a.ɣ)?(ɡ)(a|ɒ|o|a.ɣ)?(n)(i|y|ɛ)?$
900	8979-takar	t ɒ k ɒ r	einbringen, ernten, zusammentragen, anhäufen, hüllen, decken, verpflegen, beisetzen, begraben, verschwenden, Decke, Sammlung, Einbringung	^(t)(a|ɒ|o|a.ɣ)?(k)(a|ɒ|o|a.ɣ)?(r)(i|y|ɛ)?$
901	8989-tal	t aː l	Schüssel, Gericht, Gang, Truchseß, Geschirrschrank	^(t)(a|aː|a.ɣ.a|a.ɣ.i|i|a.ɣ|a.v.a)(l|j)?(i|y|ɛ|u)?$
